transaction_id,timestamp,amount,log_amount,currency,originator_account,beneficiary_account,originator_country,beneficiary_country,transaction_type,typology,is_laundering,risk_score,hour,day_of_week,is_weekend,is_business_hours,high_amount,unusual_hour,cross_border,is_round_amount,orig_tx_count,orig_total_amount,orig_avg_amount,orig_ml_rate,dataset_source
SAML_000715,2024-01-15 21:30:00,27081.436,10.20664,USD,SAML_ACC_0150,SAML_ACC_0115,US,NL,TRANSFER,CASH_INTENSIVE,False,0.2679803669452667,21,0,False,False,False,False,True,False,7,103001.086,14714.44,0.1429,saml_d
SAML_000716,2024-01-15 22:00:00,3746.0427,8.228723,CAD,SAML_ACC_0330,SAML_ACC_0343,UK,FR,DEPOSIT,CRYPTOCURRENCY,False,0.1824621558189392,22,0,False,False,False,True,True,False,11,169612.38,15419.308,0.0,saml_d
SAML_000717,2024-01-15 22:30:00,4026.3015,8.300852,USD,SAML_ACC_0255,SAML_ACC_0251,FR,NL,DEPOSIT,WIRE_FRAUD,False,0.11477801203727722,22,0,False,False,False,True,True,False,8,137308.83,17163.604,0.0,saml_d
SAML_000718,2024-01-15 23:00:00,1440.5432,7.2734694,USD,SAML_ACC_0087,SAML_ACC_0491,UK,DE,WITHDRAWAL,STRUCTURING,False,0.233128160238266,23,0,False,False,False,True,True,False,13,26896.115,2068.932,0.0769,saml_d
SAML_000719,2024-01-15 23:30:00,2660.0728,7.8864846,USD,SAML_ACC_0399,SAML_ACC_0007,US,NL,TRANSFER,INTEGRATION,False,0.09116175770759583,23,0,False,False,False,True,True,False,19,67009.98,3526.8408,0.0526,saml_d
SAML_000720,2024-01-16 00:00:00,5517.077,8.615785,GBP,SAML_ACC_0350,SAML_ACC_0219,DE,NL,PAYMENT,STRUCTURING,False,0.1968342661857605,0,1,False,False,False,True,True,False,13,291668.12,22436.01,0.0769,saml_d
SAML_000721,2024-01-16 00:30:00,97.48156,4.5898695,USD,SAML_ACC_0098,SAML_ACC_0077,NL,DE,PAYMENT,SHELL_COMPANY,False,0.5525821447372437,0,1,False,False,False,True,True,False,8,48254.46,6031.8076,0.0,saml_d
SAML_000722,2024-01-16 01:00:00,201.06519,5.3085904,GBP,SAML_ACC_0397,SAML_ACC_0179,FR,UK,WITHDRAWAL,PLACEMENT,False,0.14056625962257385,1,1,False,False,False,True,True,False,8,211879.8,26484.975,0.25,saml_d
SAML_000723,2024-01-16 01:30:00,13180.954,9.486604,CAD,SAML_ACC_0132,SAML_ACC_0145,US,UK,WITHDRAWAL,IDENTITY_THEFT,False,0.16709673404693604,1,1,False,False,False,True,True,False,6,65773.484,10962.247,0.0,saml_d
SAML_000724,2024-01-16 02:00:00,4195.345,8.3419695,CAD,SAML_ACC_0466,SAML_ACC_0416,NL,NL,PAYMENT,IDENTITY_THEFT,False,0.2692817449569702,2,1,False,False,False,True,False,False,15,484562.22,32304.146,0.0,saml_d
SAML_000725,2024-01-16 02:30:00,2063.241,7.632518,USD,SAML_ACC_0312,SAML_ACC_0154,FR,UK,WITHDRAWAL,LAYERING,True,0.6770403385162354,2,1,False,False,False,True,True,False,9,31762.06,3529.118,0.2222,saml_d
SAML_000726,2024-01-16 03:00:00,3092.9106,8.037191,EUR,SAML_ACC_0407,SAML_ACC_0121,CA,CA,WITHDRAWAL,WIRE_FRAUD,False,0.3569009304046631,3,1,False,False,False,True,False,False,11,112554.74,10232.249,0.0,saml_d
SAML_000727,2024-01-16 03:30:00,5973.9487,8.695331,EUR,SAML_ACC_0097,SAML_ACC_0124,FR,NL,TRANSFER,SMURFING,False,0.19615282118320465,3,1,False,False,False,True,True,False,12,1028135.44,85677.95,0.1667,saml_d
SAML_000728,2024-01-16 04:00:00,1012.8067,6.9214673,USD,SAML_ACC_0098,SAML_ACC_0150,DE,US,WITHDRAWAL,CRYPTOCURRENCY,False,0.6108342409133911,4,1,False,False,False,True,True,False,8,48254.46,6031.8076,0.0,saml_d
SAML_000729,2024-01-16 04:30:00,628.53424,6.44498,EUR,SAML_ACC_0290,SAML_ACC_0397,DE,DE,DEPOSIT,TRADE_BASED,False,0.7187466025352478,4,1,False,False,False,True,False,False,16,438144.22,27384.014,0.0,saml_d
SAML_000730,2024-01-16 05:00:00,4410.267,8.391917,USD,SAML_ACC_0356,SAML_ACC_0381,UK,FR,DEPOSIT,INTEGRATION,False,0.3164200782775879,5,1,False,False,False,True,True,False,9,39192.863,4354.7627,0.0,saml_d
SAML_000731,2024-01-16 05:30:00,421.26178,6.0456257,USD,SAML_ACC_0227,SAML_ACC_0268,FR,DE,DEPOSIT,INTEGRATION,False,0.309287428855896,5,1,False,False,False,True,True,False,7,19916.824,2845.2605,0.2857,saml_d
SAML_000732,2024-01-16 06:00:00,6744.6543,8.816654,USD,SAML_ACC_0145,SAML_ACC_0327,CA,NL,WITHDRAWAL,SHELL_COMPANY,False,0.4460676610469818,6,1,False,False,False,False,True,False,18,105135.664,5840.87,0.0,saml_d
SAML_000733,2024-01-16 06:30:00,98.97159,4.604886,USD,SAML_ACC_0156,SAML_ACC_0001,DE,US,PAYMENT,INTEGRATION,False,0.5486249923706055,6,1,False,False,False,False,True,False,18,1956351.0,108686.17,0.0556,saml_d
SAML_000734,2024-01-16 07:00:00,23349.043,10.058354,USD,SAML_ACC_0270,SAML_ACC_0161,UK,DE,DEPOSIT,WIRE_FRAUD,False,0.09877220541238785,7,1,False,False,False,False,True,False,9,53299.68,5922.1865,0.1111,saml_d
SAML_000735,2024-01-16 07:30:00,7670.944,8.945325,USD,SAML_ACC_0162,SAML_ACC_0244,CA,FR,TRANSFER,INTEGRATION,False,0.2382073700428009,7,1,False,False,False,False,True,False,9,29852.615,3316.9573,0.0,saml_d
SAML_000736,2024-01-16 08:00:00,4974.397,8.51226,EUR,SAML_ACC_0112,SAML_ACC_0375,CA,FR,WITHDRAWAL,WIRE_FRAUD,False,0.3694666922092438,8,1,False,False,False,False,True,False,20,203927.31,10196.365,0.1,saml_d
SAML_000737,2024-01-16 08:30:00,21277.0,9.965429,USD,SAML_ACC_0331,SAML_ACC_0398,CA,US,PAYMENT,PHANTOM_TRANSACTIONS,False,0.12062693387269974,8,1,False,False,False,False,True,False,14,563401.4,40242.957,0.0,saml_d
SAML_000738,2024-01-16 09:00:00,83362.086,11.330961,USD,SAML_ACC_0185,SAML_ACC_0251,US,FR,PAYMENT,SHELL_COMPANY,False,0.3257419168949127,9,1,False,True,True,False,True,False,12,164015.66,13667.972,0.1667,saml_d
SAML_000739,2024-01-16 09:30:00,22668.693,10.028784,USD,SAML_ACC_0205,SAML_ACC_0367,DE,CA,WITHDRAWAL,CRYPTOCURRENCY,False,0.318416953086853,9,1,False,True,False,False,True,False,12,595005.9,49583.824,0.0,saml_d
SAML_000740,2024-01-16 10:00:00,75.05728,4.3314867,USD,SAML_ACC_0097,SAML_ACC_0064,US,FR,WITHDRAWAL,CRYPTOCURRENCY,False,0.42149555683135986,10,1,False,True,False,False,True,False,12,1028135.44,85677.95,0.1667,saml_d
SAML_000741,2024-01-16 10:30:00,230.63724,5.4451723,EUR,SAML_ACC_0377,SAML_ACC_0299,US,US,TRANSFER,INTEGRATION,False,0.3107444941997528,10,1,False,True,False,False,False,False,4,22432.047,5608.0117,0.0,saml_d
SAML_000742,2024-01-16 11:00:00,854.3687,6.7515326,USD,SAML_ACC_0055,SAML_ACC_0248,DE,US,WITHDRAWAL,CASH_INTENSIVE,False,0.2511995732784271,11,1,False,True,False,False,True,False,10,193535.16,19353.516,0.1,saml_d
SAML_000743,2024-01-16 11:30:00,3140.6406,8.052501,EUR,SAML_ACC_0450,SAML_ACC_0442,FR,DE,WITHDRAWAL,PLACEMENT,False,0.23411478102207184,11,1,False,True,False,False,True,False,20,205743.94,10287.197,0.1,saml_d
SAML_000744,2024-01-16 12:00:00,8394.383,9.035438,USD,SAML_ACC_0482,SAML_ACC_0297,NL,FR,PAYMENT,PHANTOM_TRANSACTIONS,False,0.08018431067466736,12,1,False,True,False,False,True,False,14,299242.47,21374.463,0.0714,saml_d
SAML_000745,2024-01-16 12:30:00,698.2047,6.5499434,EUR,SAML_ACC_0117,SAML_ACC_0465,UK,FR,DEPOSIT,CASH_INTENSIVE,False,0.0601595900952816,12,1,False,True,False,False,True,False,13,70502.86,5423.297,0.0,saml_d
SAML_000746,2024-01-16 13:00:00,4330.9126,8.373764,USD,SAML_ACC_0093,SAML_ACC_0452,NL,NL,DEPOSIT,IDENTITY_THEFT,True,0.5842678546905518,13,1,False,True,False,False,False,False,10,294130.88,29413.088,0.2,saml_d
SAML_000747,2024-01-16 13:30:00,658.0192,6.4907527,USD,SAML_ACC_0293,SAML_ACC_0115,NL,NL,PAYMENT,LAYERING,False,0.4228919744491577,13,1,False,True,False,False,False,False,14,1410773.9,100769.56,0.1429,saml_d
SAML_000748,2024-01-16 14:00:00,877.40125,6.7781034,EUR,SAML_ACC_0452,SAML_ACC_0295,NL,US,WITHDRAWAL,STRUCTURING,False,0.03802735358476639,14,1,False,True,False,False,True,False,10,171878.9,17187.89,0.0,saml_d
SAML_000749,2024-01-16 14:30:00,178.8733,5.1922526,USD,SAML_ACC_0204,SAML_ACC_0001,NL,NL,TRANSFER,SHELL_COMPANY,True,0.8204973936080933,14,1,False,True,False,False,False,False,9,94342.0,10482.444,0.2222,saml_d
SAML_000750,2024-01-16 15:00:00,470.37653,6.1556573,EUR,SAML_ACC_0282,SAML_ACC_0041,DE,DE,DEPOSIT,TRADE_BASED,False,0.22995080053806305,15,1,False,True,False,False,False,False,10,28255.94,2825.594,0.0,saml_d
SAML_000751,2024-01-16 15:30:00,199.66296,5.3016267,EUR,SAML_ACC_0189,SAML_ACC_0173,NL,DE,WITHDRAWAL,PHANTOM_TRANSACTIONS,False,0.517467737197876,15,1,False,True,False,False,True,False,13,418992.97,32230.227,0.0,saml_d
SAML_000752,2024-01-16 16:00:00,423.37296,6.0506124,USD,SAML_ACC_0476,SAML_ACC_0088,UK,CA,DEPOSIT,CRYPTOCURRENCY,False,0.0846632719039917,16,1,False,True,False,False,True,False,11,253326.92,23029.72,0.0909,saml_d
SAML_000753,2024-01-16 16:30:00,24520.96,10.107325,USD,SAML_ACC_0323,SAML_ACC_0482,FR,CA,PAYMENT,CASH_INTENSIVE,True,0.5673089027404785,16,1,False,True,False,False,True,False,8,396037.75,49504.72,0.25,saml_d
SAML_000754,2024-01-16 17:00:00,446.3941,6.10344,USD,SAML_ACC_0084,SAML_ACC_0098,DE,US,DEPOSIT,LAYERING,False,0.3033106327056885,17,1,False,True,False,False,True,False,10,38125.285,3812.5283,0.1,saml_d
SAML_000755,2024-01-16 17:30:00,576519.3,13.264766,CAD,SAML_ACC_0458,SAML_ACC_0088,NL,DE,PAYMENT,STRUCTURING,False,0.10825203359127045,17,1,False,True,True,False,True,False,10,646954.75,64695.477,0.0,saml_d
SAML_000756,2024-01-16 18:00:00,7995.513,8.986761,EUR,SAML_ACC_0180,SAML_ACC_0251,CA,DE,PAYMENT,PLACEMENT,False,0.13992534577846527,18,1,False,False,False,False,True,False,15,344616.0,22974.4,0.0,saml_d
SAML_000757,2024-01-16 18:30:00,4314.2217,8.369904,USD,SAML_ACC_0274,SAML_ACC_0335,DE,CA,PAYMENT,SHELL_COMPANY,False,0.16082584857940674,18,1,False,False,False,False,True,False,14,168563.9,12040.279,0.1429,saml_d
SAML_000758,2024-01-16 19:00:00,535.54474,6.28515,USD,SAML_ACC_0181,SAML_ACC_0465,FR,NL,TRANSFER,STRUCTURING,False,0.5425172448158264,19,1,False,False,False,False,True,False,9,45158.33,5017.592,0.1111,saml_d
SAML_000759,2024-01-16 19:30:00,12095.875,9.400702,USD,SAML_ACC_0447,SAML_ACC_0141,NL,CA,WITHDRAWAL,CASH_INTENSIVE,False,0.047592513263225555,19,1,False,False,False,False,True,False,16,253797.45,15862.341,0.0625,saml_d
SAML_000760,2024-01-16 20:00:00,942.6776,6.8497844,GBP,SAML_ACC_0181,SAML_ACC_0071,US,US,PAYMENT,LAYERING,False,0.523726761341095,20,1,False,False,False,False,False,False,9,45158.33,5017.592,0.1111,saml_d
SAML_000761,2024-01-16 20:30:00,3804.8035,8.244283,USD,SAML_ACC_0283,SAML_ACC_0137,DE,DE,PAYMENT,CASH_INTENSIVE,False,0.2230408936738968,20,1,False,False,False,False,False,False,14,177990.88,12713.634,0.0714,saml_d
SAML_000762,2024-01-16 21:00:00,498904.06,13.120172,USD,SAML_ACC_0287,SAML_ACC_0492,CA,US,DEPOSIT,LAYERING,False,0.17366492748260498,21,1,False,False,True,False,True,False,14,584773.2,41769.51,0.0,saml_d
SAML_000763,2024-01-16 21:30:00,2459.9104,7.8082867,GBP,SAML_ACC_0475,SAML_ACC_0447,DE,CA,WITHDRAWAL,IDENTITY_THEFT,False,0.4098615348339081,21,1,False,False,False,False,True,False,13,147073.1,11313.314,0.0,saml_d
SAML_000764,2024-01-16 22:00:00,29689.438,10.29858,USD,SAML_ACC_0106,SAML_ACC_0099,US,FR,TRANSFER,CASH_INTENSIVE,False,0.2692023813724518,22,1,False,False,False,True,True,False,9,84457.33,9384.147,0.1111,saml_d
SAML_000765,2024-01-16 22:30:00,730.44006,6.595015,USD,SAML_ACC_0129,SAML_ACC_0151,DE,CA,TRANSFER,PLACEMENT,False,0.25299975275993347,22,1,False,False,False,True,True,False,15,317845.8,21189.72,0.0667,saml_d
SAML_000766,2024-01-16 23:00:00,2779.4907,7.9303827,CAD,SAML_ACC_0262,SAML_ACC_0438,CA,DE,DEPOSIT,LAYERING,False,0.23172485828399658,23,1,False,False,False,True,True,False,9,70221.59,7802.3994,0.1111,saml_d
SAML_000767,2024-01-16 23:30:00,102909.09,11.541611,EUR,SAML_ACC_0011,SAML_ACC_0175,FR,US,TRANSFER,SMURFING,False,0.46564579010009766,23,1,False,False,True,True,True,False,4,162163.9,40540.977,0.25,saml_d
SAML_000768,2024-01-17 00:00:00,850.7054,6.7472405,USD,SAML_ACC_0162,SAML_ACC_0167,CA,NL,DEPOSIT,PLACEMENT,False,0.48590266704559326,0,2,False,False,False,True,True,False,9,29852.615,3316.9573,0.0,saml_d
SAML_000769,2024-01-17 00:30:00,111848.12,11.624907,USD,SAML_ACC_0487,SAML_ACC_0343,FR,NL,WITHDRAWAL,PHANTOM_TRANSACTIONS,False,0.28951317071914673,0,2,False,False,True,True,True,False,10,302709.6,30270.96,0.0,saml_d
SAML_000770,2024-01-17 01:00:00,12277.258,9.4155855,USD,SAML_ACC_0468,SAML_ACC_0410,CA,DE,DEPOSIT,SMURFING,False,0.19701527059078217,1,2,False,False,False,True,True,False,9,96069.0,10674.333,0.1111,saml_d
SAML_000771,2024-01-17 01:30:00,967.83966,6.876099,USD,SAML_ACC_0447,SAML_ACC_0257,UK,CA,DEPOSIT,SMURFING,False,0.393064945936203,1,2,False,False,False,True,True,False,16,253797.45,15862.341,0.0625,saml_d
SAML_000772,2024-01-17 02:00:00,10559.862,9.26491,GBP,SAML_ACC_0181,SAML_ACC_0398,DE,CA,PAYMENT,SHELL_COMPANY,False,0.12749016284942627,2,2,False,False,False,True,True,False,9,45158.33,5017.592,0.1111,saml_d
SAML_000773,2024-01-17 02:30:00,20849.992,9.945157,USD,SAML_ACC_0213,SAML_ACC_0224,DE,UK,TRANSFER,LAYERING,False,0.3630618751049042,2,2,False,False,False,True,True,False,8,116924.195,14615.524,0.0,saml_d
SAML_000774,2024-01-17 03:00:00,10338.3955,9.243716,EUR,SAML_ACC_0469,SAML_ACC_0499,US,CA,WITHDRAWAL,LAYERING,False,0.35575735569000244,3,2,False,False,False,True,True,False,6,22527.023,3754.504,0.0,saml_d
SAML_000775,2024-01-17 03:30:00,128.96623,4.8672748,CAD,SAML_ACC_0274,SAML_ACC_0368,UK,DE,WITHDRAWAL,PHANTOM_TRANSACTIONS,False,0.25702187418937683,3,2,False,False,False,True,True,False,14,168563.9,12040.279,0.1429,saml_d
SAML_000776,2024-01-17 04:00:00,696.2617,6.5471606,USD,SAML_ACC_0021,SAML_ACC_0330,US,US,PAYMENT,TRADE_BASED,False,0.4044778645038605,4,2,False,False,False,True,False,False,18,219622.55,12201.254,0.0556,saml_d
SAML_000777,2024-01-17 04:30:00,1817.0376,7.505513,USD,SAML_ACC_0275,SAML_ACC_0065,DE,US,DEPOSIT,IDENTITY_THEFT,False,0.28069496154785156,4,2,False,False,False,True,True,False,13,121875.06,9375.004,0.0,saml_d
SAML_000778,2024-01-17 05:00:00,2568.6433,7.8515224,USD,SAML_ACC_0260,SAML_ACC_0069,US,UK,WITHDRAWAL,WIRE_FRAUD,False,0.16415341198444366,5,2,False,False,False,True,True,False,14,165923.53,11851.681,0.0714,saml_d
SAML_000779,2024-01-17 05:30:00,10314.895,9.241441,CAD,SAML_ACC_0333,SAML_ACC_0067,FR,NL,WITHDRAWAL,INTEGRATION,False,0.2095576822757721,5,2,False,False,False,True,True,False,8,215739.22,26967.402,0.0,saml_d
SAML_000780,2024-01-17 06:00:00,4253.094,8.355638,GBP,SAML_ACC_0466,SAML_ACC_0433,UK,DE,DEPOSIT,CASH_INTENSIVE,False,0.2764842212200165,6,2,False,False,False,False,True,False,15,484562.22,32304.146,0.0,saml_d
SAML_000781,2024-01-17 06:30:00,206.29585,5.334147,USD,SAML_ACC_0116,SAML_ACC_0050,CA,CA,DEPOSIT,INTEGRATION,False,0.24935078620910645,6,2,False,False,False,False,False,False,8,69631.3,8703.912,0.125,saml_d
SAML_000782,2024-01-17 07:00:00,6376.6343,8.760552,EUR,SAML_ACC_0413,SAML_ACC_0314,FR,FR,WITHDRAWAL,WIRE_FRAUD,False,0.3388787806034088,7,2,False,False,False,False,False,False,14,58730.875,4195.0625,0.0,saml_d
SAML_000783,2024-01-17 07:30:00,10108.899,9.221271,USD,SAML_ACC_0025,SAML_ACC_0309,NL,US,DEPOSIT,STRUCTURING,False,0.15441444516181946,7,2,False,False,False,False,True,False,13,152028.6,11694.507,0.0,saml_d
SAML_000784,2024-01-17 08:00:00,9132.373,9.11969,CAD,SAML_ACC_0440,SAML_ACC_0091,CA,DE,TRANSFER,SHELL_COMPANY,False,0.3728449046611786,8,2,False,False,False,False,True,False,8,162711.53,20338.941,0.0,saml_d
SAML_000785,2024-01-17 08:30:00,25888.69,10.1616,USD,SAML_ACC_0333,SAML_ACC_0115,US,UK,WITHDRAWAL,PLACEMENT,False,0.676873505115509,8,2,False,False,False,False,True,False,8,215739.22,26967.402,0.0,saml_d
SAML_000786,2024-01-17 09:00:00,15801.25,9.667908,USD,SAML_ACC_0254,SAML_ACC_0374,DE,FR,DEPOSIT,PLACEMENT,False,0.15925580263137817,9,2,False,True,False,False,True,False,15,163433.3,10895.553,0.0667,saml_d
SAML_000787,2024-01-17 09:30:00,7467.833,8.918494,GBP,SAML_ACC_0447,SAML_ACC_0057,FR,NL,WITHDRAWAL,CRYPTOCURRENCY,True,0.6414937973022461,9,2,False,True,False,False,True,False,16,253797.45,15862.341,0.0625,saml_d
SAML_000788,2024-01-17 10:00:00,2590.6616,7.8600545,USD,SAML_ACC_0411,SAML_ACC_0342,UK,DE,WITHDRAWAL,PHANTOM_TRANSACTIONS,False,0.13794364035129547,10,2,False,True,False,False,True,False,10,39549.7,3954.97,0.1,saml_d
SAML_000789,2024-01-17 10:30:00,107.56315,4.687332,USD,SAML_ACC_0444,SAML_ACC_0018,CA,CA,PAYMENT,TRADE_BASED,False,0.17531615495681763,10,2,False,True,False,False,False,False,15,207960.34,13864.022,0.0667,saml_d
SAML_000790,2024-01-17 11:00:00,7039.106,8.859379,USD,SAML_ACC_0211,SAML_ACC_0272,NL,NL,TRANSFER,SMURFING,False,0.2515599727630615,11,2,False,True,False,False,False,False,7,78569.88,11224.269,0.0,saml_d
SAML_000791,2024-01-17 11:30:00,4515.97,8.415597,USD,SAML_ACC_0305,SAML_ACC_0130,FR,US,TRANSFER,LAYERING,False,0.25173333287239075,11,2,False,True,False,False,True,False,8,31800.066,3975.0083,0.0,saml_d
SAML_000792,2024-01-17 12:00:00,5131.5225,8.543352,USD,SAML_ACC_0321,SAML_ACC_0495,DE,CA,PAYMENT,LAYERING,False,0.08165737986564636,12,2,False,True,False,False,True,False,15,122860.87,8190.7246,0.0667,saml_d
SAML_000793,2024-01-17 12:30:00,231.9456,5.450805,CAD,SAML_ACC_0422,SAML_ACC_0269,UK,UK,PAYMENT,SHELL_COMPANY,False,0.43902114033699036,12,2,False,True,False,False,False,False,11,116959.2,10632.655,0.0909,saml_d
SAML_000794,2024-01-17 13:00:00,343.05368,5.840798,USD,SAML_ACC_0339,SAML_ACC_0429,UK,US,WITHDRAWAL,TRADE_BASED,False,0.12470074743032455,13,2,False,True,False,False,True,False,7,38916.016,5559.4307,0.0,saml_d
SAML_000795,2024-01-17 13:30:00,24496.994,10.106346,USD,SAML_ACC_0436,SAML_ACC_0080,CA,FR,TRANSFER,PHANTOM_TRANSACTIONS,False,0.33698081970214844,13,2,False,True,False,False,True,False,12,258514.17,21542.848,0.1667,saml_d
SAML_000796,2024-01-17 14:00:00,2754.2205,7.9212527,EUR,SAML_ACC_0257,SAML_ACC_0456,FR,US,PAYMENT,CASH_INTENSIVE,False,0.07549090683460236,14,2,False,True,False,False,True,False,15,339165.6,22611.04,0.1333,saml_d
SAML_000797,2024-01-17 14:30:00,11649.3,9.363088,USD,SAML_ACC_0168,SAML_ACC_0299,FR,CA,DEPOSIT,INTEGRATION,False,0.11951064318418503,14,2,False,True,False,False,True,False,10,146815.03,14681.502,0.2,saml_d
SAML_000798,2024-01-17 15:00:00,3154.6624,8.056953,USD,SAML_ACC_0337,SAML_ACC_0456,UK,NL,WITHDRAWAL,INTEGRATION,False,0.0786060243844986,15,2,False,True,False,False,True,False,12,55401.484,4616.7905,0.0833,saml_d
SAML_000799,2024-01-17 15:30:00,3163.7468,8.059829,EUR,SAML_ACC_0021,SAML_ACC_0310,US,DE,TRANSFER,SMURFING,False,0.1854429394006729,15,2,False,True,False,False,True,False,18,219622.55,12201.254,0.0556,saml_d
SAML_000800,2024-01-17 16:00:00,19468.783,9.876619,GBP,SAML_ACC_0086,SAML_ACC_0202,UK,DE,WITHDRAWAL,WIRE_FRAUD,False,0.11426862329244614,16,2,False,True,False,False,True,False,11,109972.19,9997.471,0.0909,saml_d
SAML_000801,2024-01-17 16:30:00,1062.0015,6.9688516,EUR,SAML_ACC_0015,SAML_ACC_0225,DE,DE,WITHDRAWAL,STRUCTURING,False,0.2919349670410156,16,2,False,True,False,False,False,False,21,392911.0,18710.047,0.0476,saml_d
SAML_000802,2024-01-17 17:00:00,3612.8115,8.192518,EUR,SAML_ACC_0050,SAML_ACC_0159,FR,UK,DEPOSIT,PHANTOM_TRANSACTIONS,False,0.282939612865448,17,2,False,True,False,False,True,False,10,120909.44,12090.944,0.3,saml_d
SAML_000803,2024-01-17 17:30:00,1182.5748,7.0762944,USD,SAML_ACC_0487,SAML_ACC_0204,CA,UK,DEPOSIT,CASH_INTENSIVE,False,0.1649215668439865,17,2,False,True,False,False,True,False,10,302709.6,30270.96,0.0,saml_d
SAML_000804,2024-01-17 18:00:00,1250.1359,7.1318073,CAD,SAML_ACC_0304,SAML_ACC_0137,FR,DE,PAYMENT,TRADE_BASED,False,0.18011532723903656,18,2,False,False,False,False,True,False,14,227943.98,16281.714,0.0,saml_d
SAML_000805,2024-01-17 18:30:00,1606.2471,7.382278,USD,SAML_ACC_0487,SAML_ACC_0485,UK,FR,DEPOSIT,CASH_INTENSIVE,False,0.499956876039505,18,2,False,False,False,False,True,False,10,302709.6,30270.96,0.0,saml_d
SAML_000806,2024-01-17 19:00:00,4648.3496,8.444483,EUR,SAML_ACC_0416,SAML_ACC_0073,DE,CA,TRANSFER,SHELL_COMPANY,False,0.2331714630126953,19,2,False,False,False,False,True,False,10,27916.41,2791.641,0.2,saml_d
SAML_000807,2024-01-17 19:30:00,1144.2478,7.0433764,USD,SAML_ACC_0305,SAML_ACC_0048,US,FR,PAYMENT,LAYERING,False,0.22899778187274933,19,2,False,False,False,False,True,False,8,31800.066,3975.0083,0.0,saml_d
SAML_000808,2024-01-17 20:00:00,36735.992,10.511539,CAD,SAML_ACC_0196,SAML_ACC_0018,FR,DE,TRANSFER,CRYPTOCURRENCY,False,0.2468121498823166,20,2,False,False,False,False,True,False,10,243058.28,24305.826,0.1,saml_d
SAML_000809,2024-01-17 20:30:00,498.0923,6.212791,EUR,SAML_ACC_0364,SAML_ACC_0478,UK,CA,TRANSFER,IDENTITY_THEFT,False,0.2191362977027893,20,2,False,False,False,False,True,False,7,34537.64,4933.9487,0.0,saml_d
SAML_000810,2024-01-17 21:00:00,2051.3567,7.626744,EUR,SAML_ACC_0301,SAML_ACC_0480,NL,UK,PAYMENT,TRADE_BASED,False,0.13634809851646423,21,2,False,False,False,False,True,False,16,62162.047,3885.128,0.1875,saml_d
SAML_000811,2024-01-17 21:30:00,1237.1157,7.121346,USD,SAML_ACC_0288,SAML_ACC_0488,UK,US,DEPOSIT,IDENTITY_THEFT,True,0.6812251806259155,21,2,False,False,False,False,True,False,8,145760.7,18220.088,0.25,saml_d
SAML_000812,2024-01-17 22:00:00,53849.9,10.893974,USD,SAML_ACC_0388,SAML_ACC_0471,UK,US,WITHDRAWAL,IDENTITY_THEFT,False,0.48122555017471313,22,2,False,False,False,True,True,False,7,112647.836,16092.547,0.0,saml_d
SAML_000813,2024-01-17 22:30:00,4416.53,8.393336,EUR,SAML_ACC_0245,SAML_ACC_0267,DE,CA,DEPOSIT,TRADE_BASED,False,0.08546597510576248,22,2,False,False,False,True,True,False,11,92264.2,8387.655,0.0,saml_d
SAML_000814,2024-01-17 23:00:00,23474.947,10.063731,EUR,SAML_ACC_0449,SAML_ACC_0446,UK,FR,TRANSFER,PHANTOM_TRANSACTIONS,False,0.271430104970932,23,2,False,False,False,True,True,False,9,71812.6,7979.1777,0.0,saml_d
SAML_000815,2024-01-17 23:30:00,152.7617,5.035404,USD,SAML_ACC_0353,SAML_ACC_0340,UK,CA,TRANSFER,LAYERING,False,0.4911985993385315,23,2,False,False,False,True,True,False,14,105905.57,7564.683,0.0,saml_d
SAML_000816,2024-01-18 00:00:00,5085.2554,8.534297,CAD,SAML_ACC_0455,SAML_ACC_0019,UK,FR,PAYMENT,CRYPTOCURRENCY,False,0.7889899611473083,0,3,False,False,False,True,True,False,8,122114.52,15264.315,0.0,saml_d
SAML_000817,2024-01-18 00:30:00,17663.605,9.779318,GBP,SAML_ACC_0201,SAML_ACC_0100,FR,NL,TRANSFER,PLACEMENT,False,0.46359574794769287,0,3,False,False,False,True,True,False,7,123682.52,17668.932,0.0,saml_d
SAML_000818,2024-01-18 01:00:00,3514.203,8.164852,USD,SAML_ACC_0193,SAML_ACC_0116,UK,FR,PAYMENT,TRADE_BASED,False,0.2736910581588745,1,3,False,False,False,True,True,False,8,31330.031,3916.254,0.0,saml_d
SAML_000819,2024-01-18 01:30:00,25108.477,10.1310005,GBP,SAML_ACC_0336,SAML_ACC_0346,DE,US,PAYMENT,CASH_INTENSIVE,False,0.3291739821434021,1,3,False,False,False,True,True,False,8,514895.94,64361.992,0.0,saml_d
SAML_000820,2024-01-18 02:00:00,1059.363,6.966367,USD,SAML_ACC_0146,SAML_ACC_0074,NL,UK,DEPOSIT,LAYERING,True,0.45260944962501526,2,3,False,False,False,True,True,False,15,87670.94,5844.729,0.2,saml_d
SAML_000821,2024-01-18 02:30:00,49945.86,10.818715,USD,SAML_ACC_0310,SAML_ACC_0280,FR,DE,TRANSFER,INTEGRATION,False,0.026855725795030594,2,3,False,False,False,True,True,False,11,117981.67,10725.605,0.1818,saml_d
