transaction_id,timestamp,amount,currency,transaction_type,originator_country,beneficiary_country,risk_score,is_laundering,typology,high_amount,cross_border,unusual_hour,dataset_source
SAML_000941,2024-01-20 14:30:00,17067.215,USD,DEPOSIT,FR,CA,0.6796903014183044,False,TRADE_BASED,False,True,False,saml_d
SAML_000942,2024-01-20 15:00:00,10942.421,EUR,PAYMENT,US,CA,0.15275493264198303,False,TRADE_BASED,False,True,False,saml_d
SAML_000943,2024-01-20 15:30:00,2444.6282,EUR,PAYMENT,NL,CA,0.6472328901290894,False,TRADE_BASED,False,True,False,saml_d
SAML_000944,2024-01-20 16:00:00,119763.47,USD,TRANSFER,DE,FR,0.39269647002220154,True,LAYERING,True,True,False,saml_d
SAML_000945,2024-01-20 16:30:00,350.6647,USD,DEPOSIT,FR,US,0.21336400508880615,False,WIRE_FRAUD,False,True,False,saml_d
SAML_000946,2024-01-20 17:00:00,141.02676,USD,WITHDRAWAL,DE,NL,0.3302455544471741,False,WIRE_FRAUD,False,True,False,saml_d
SAML_000947,2024-01-20 17:30:00,747.0887,EUR,DEPOSIT,UK,UK,0.28446903824806213,False,CRYPTOCURRENCY,False,False,False,saml_d
SAML_000948,2024-01-20 18:00:00,2721.1992,USD,WITHDRAWAL,UK,US,0.21343035995960236,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000949,2024-01-20 18:30:00,4849.733,USD,TRANSFER,US,FR,0.8963248133659363,True,INTEGRATION,False,True,False,saml_d
SAML_000950,2024-01-20 19:00:00,1840.013,USD,DEPOSIT,FR,CA,0.04762042686343193,False,LAYERING,False,True,False,saml_d
SAML_000951,2024-01-20 19:30:00,6027.6396,USD,TRANSFER,FR,FR,0.4425075054168701,False,STRUCTURING,False,False,False,saml_d
SAML_000952,2024-01-20 20:00:00,243.93973,CAD,PAYMENT,UK,NL,0.416292279958725,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000953,2024-01-20 20:30:00,53504.938,GBP,DEPOSIT,US,NL,0.2090747207403183,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_000954,2024-01-20 21:00:00,2529.2996,EUR,WITHDRAWAL,NL,FR,0.2083759903907776,False,WIRE_FRAUD,False,True,False,saml_d
SAML_000955,2024-01-20 21:30:00,27850.096,USD,PAYMENT,UK,US,0.4872710108757019,False,LAYERING,False,True,False,saml_d
SAML_000956,2024-01-20 22:00:00,5916.206,USD,WITHDRAWAL,FR,UK,0.43168896436691284,False,TRADE_BASED,False,True,True,saml_d
SAML_000957,2024-01-20 22:30:00,7431.6743,USD,PAYMENT,DE,DE,0.0922108143568039,False,CASH_INTENSIVE,False,False,True,saml_d
SAML_000958,2024-01-20 23:00:00,9316.428,USD,WITHDRAWAL,FR,DE,0.4298190176486969,False,INTEGRATION,False,True,True,saml_d
SAML_000959,2024-01-20 23:30:00,7298.4487,CAD,WITHDRAWAL,US,NL,0.3914838433265686,False,IDENTITY_THEFT,False,True,True,saml_d
SAML_000960,2024-01-21 00:00:00,10779.975,USD,TRANSFER,FR,UK,0.3039964437484741,False,CRYPTOCURRENCY,False,True,True,saml_d
SAML_000961,2024-01-21 00:30:00,42544.465,USD,PAYMENT,CA,CA,0.0953252762556076,False,STRUCTURING,False,False,True,saml_d
SAML_000962,2024-01-21 01:00:00,4416.233,USD,TRANSFER,FR,FR,0.06839703768491745,False,SMURFING,False,False,True,saml_d
SAML_000963,2024-01-21 01:30:00,12308.034,EUR,TRANSFER,CA,CA,0.8079660534858704,True,PHANTOM_TRANSACTIONS,False,False,True,saml_d
SAML_000964,2024-01-21 02:00:00,2491.222,USD,TRANSFER,UK,NL,0.6849132776260376,True,SHELL_COMPANY,False,True,True,saml_d
SAML_000965,2024-01-21 02:30:00,53116.05,USD,TRANSFER,NL,FR,0.1354486048221588,False,IDENTITY_THEFT,False,True,True,saml_d
SAML_000966,2024-01-21 03:00:00,770.63544,USD,WITHDRAWAL,CA,DE,0.6112271547317505,False,IDENTITY_THEFT,False,True,True,saml_d
SAML_000967,2024-01-21 03:30:00,109303.19,GBP,TRANSFER,FR,NL,0.6969901323318481,True,SMURFING,True,True,True,saml_d
SAML_000968,2024-01-21 04:00:00,2750.9019,USD,TRANSFER,NL,NL,0.609641432762146,True,STRUCTURING,False,False,True,saml_d
SAML_000969,2024-01-21 04:30:00,170.45132,CAD,TRANSFER,NL,UK,0.07899641245603561,False,STRUCTURING,False,True,True,saml_d
SAML_000970,2024-01-21 05:00:00,3851.4648,GBP,WITHDRAWAL,FR,US,0.27045002579689026,False,SMURFING,False,True,True,saml_d
SAML_000971,2024-01-21 05:30:00,763.4874,USD,PAYMENT,FR,NL,0.37852245569229126,False,INTEGRATION,False,True,True,saml_d
SAML_000972,2024-01-21 06:00:00,16015.097,EUR,WITHDRAWAL,US,US,0.8023233413696289,True,CRYPTOCURRENCY,False,False,False,saml_d
SAML_000973,2024-01-21 06:30:00,808.1535,USD,WITHDRAWAL,UK,UK,0.3833475112915039,False,PHANTOM_TRANSACTIONS,False,False,False,saml_d
SAML_000974,2024-01-21 07:00:00,1221.2535,CAD,WITHDRAWAL,CA,NL,0.3057766854763031,False,LAYERING,False,True,False,saml_d
SAML_000975,2024-01-21 07:30:00,68.096,USD,PAYMENT,DE,NL,0.507496178150177,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000976,2024-01-21 08:00:00,1206.3895,USD,TRANSFER,CA,DE,0.7493331432342529,True,SHELL_COMPANY,False,True,False,saml_d
SAML_000977,2024-01-21 08:30:00,23.388428,USD,TRANSFER,FR,FR,0.3260686993598938,False,STRUCTURING,False,False,False,saml_d
SAML_000978,2024-01-21 09:00:00,125.48602,USD,PAYMENT,DE,US,0.4239276945590973,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000979,2024-01-21 09:30:00,13640.919,CAD,PAYMENT,DE,DE,0.06393648684024811,False,SHELL_COMPANY,False,False,False,saml_d
SAML_000980,2024-01-21 10:00:00,14351.364,USD,DEPOSIT,CA,NL,0.7140610814094543,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_000981,2024-01-21 10:30:00,6980.7744,EUR,TRANSFER,CA,UK,0.4019962251186371,False,STRUCTURING,False,True,False,saml_d
SAML_000982,2024-01-21 11:00:00,430.97397,USD,WITHDRAWAL,CA,CA,0.10931108146905899,False,IDENTITY_THEFT,False,False,False,saml_d
SAML_000983,2024-01-21 11:30:00,2709.657,CAD,WITHDRAWAL,CA,DE,0.2891746759414673,False,LAYERING,False,True,False,saml_d
SAML_000984,2024-01-21 12:00:00,2959.5571,USD,TRANSFER,UK,DE,0.24098755419254303,False,SHELL_COMPANY,False,True,False,saml_d
SAML_000985,2024-01-21 12:30:00,293.90912,USD,PAYMENT,US,CA,0.5159478783607483,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000986,2024-01-21 13:00:00,60282.47,USD,DEPOSIT,US,NL,0.43557730317115784,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_000987,2024-01-21 13:30:00,17235.467,EUR,WITHDRAWAL,CA,DE,0.05988519638776779,False,TRADE_BASED,False,True,False,saml_d
SAML_000988,2024-01-21 14:00:00,1916.147,USD,DEPOSIT,US,US,0.46219682693481445,False,SHELL_COMPANY,False,False,False,saml_d
SAML_000989,2024-01-21 14:30:00,3145.637,USD,WITHDRAWAL,CA,NL,0.3597641885280609,False,TRADE_BASED,False,True,False,saml_d
SAML_000990,2024-01-21 15:00:00,4522.253,USD,WITHDRAWAL,CA,US,0.2395670861005783,False,LAYERING,False,True,False,saml_d
SAML_000991,2024-01-21 15:30:00,50.225872,EUR,TRANSFER,CA,US,0.4415263831615448,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_000992,2024-01-21 16:00:00,1818.2781,USD,WITHDRAWAL,NL,DE,0.37917330861091614,False,SMURFING,False,True,False,saml_d
SAML_000993,2024-01-21 16:30:00,762.06476,USD,DEPOSIT,UK,NL,0.21306023001670837,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000994,2024-01-21 17:00:00,402.12378,USD,DEPOSIT,FR,DE,0.33614757657051086,False,INTEGRATION,False,True,False,saml_d
SAML_000995,2024-01-21 17:30:00,1699.0073,GBP,TRANSFER,US,DE,0.4587765634059906,False,STRUCTURING,False,True,False,saml_d
SAML_000996,2024-01-21 18:00:00,108594.17,CAD,WITHDRAWAL,US,NL,0.17979936301708221,False,STRUCTURING,True,True,False,saml_d
SAML_000997,2024-01-21 18:30:00,10739.5205,USD,DEPOSIT,UK,NL,0.17123408615589142,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_000998,2024-01-21 19:00:00,951.1217,USD,PAYMENT,UK,NL,0.22959885001182556,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_000999,2024-01-21 19:30:00,9369.037,USD,TRANSFER,CA,NL,0.19179919362068176,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_001000,2024-01-21 20:00:00,48957.65,USD,PAYMENT,CA,UK,0.3333388864994049,False,SMURFING,False,True,False,saml_d
SAML_001001,2024-01-21 20:30:00,18944.47,USD,DEPOSIT,NL,NL,0.3127720355987549,False,LAYERING,False,False,False,saml_d
SAML_001002,2024-01-21 21:00:00,3358.537,EUR,PAYMENT,NL,CA,0.1705060601234436,False,TRADE_BASED,False,True,False,saml_d
SAML_001003,2024-01-21 21:30:00,817.39825,USD,TRANSFER,FR,NL,0.08590378612279892,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_001004,2024-01-21 22:00:00,12045.502,CAD,PAYMENT,US,DE,0.3018428385257721,False,SHELL_COMPANY,False,True,True,saml_d
SAML_001005,2024-01-21 22:30:00,6548.3657,USD,DEPOSIT,UK,CA,0.2907272279262543,False,CASH_INTENSIVE,False,True,True,saml_d
SAML_001006,2024-01-21 23:00:00,17861.207,EUR,PAYMENT,FR,FR,0.5159753561019897,True,SMURFING,False,False,True,saml_d
SAML_001007,2024-01-21 23:30:00,10618.399,USD,PAYMENT,US,US,0.05676371976733208,False,CASH_INTENSIVE,False,False,True,saml_d
SAML_001008,2024-01-22 00:00:00,24321.242,USD,PAYMENT,FR,UK,0.2372468262910843,False,CASH_INTENSIVE,False,True,True,saml_d
SAML_001009,2024-01-22 00:30:00,1022.01306,USD,WITHDRAWAL,FR,CA,0.04461121931672096,False,STRUCTURING,False,True,True,saml_d
SAML_001010,2024-01-22 01:00:00,41555.625,USD,DEPOSIT,CA,US,0.04971771687269211,False,SHELL_COMPANY,False,True,True,saml_d
SAML_001011,2024-01-22 01:30:00,4425.7686,USD,PAYMENT,FR,UK,0.36693528294563293,False,PHANTOM_TRANSACTIONS,False,True,True,saml_d
SAML_001012,2024-01-22 02:00:00,189192.78,EUR,DEPOSIT,CA,NL,0.3068584203720093,False,CRYPTOCURRENCY,True,True,True,saml_d
SAML_001013,2024-01-22 02:30:00,751.16425,CAD,PAYMENT,US,US,0.1631717085838318,False,WIRE_FRAUD,False,False,True,saml_d
SAML_001014,2024-01-22 03:00:00,95983.12,USD,TRANSFER,NL,DE,0.19832344353199005,False,STRUCTURING,True,True,True,saml_d
SAML_001015,2024-01-22 03:30:00,4428.524,USD,TRANSFER,US,DE,0.22589904069900513,False,CRYPTOCURRENCY,False,True,True,saml_d
SAML_001016,2024-01-22 04:00:00,810.1051,USD,TRANSFER,CA,NL,0.06614836305379868,False,PHANTOM_TRANSACTIONS,False,True,True,saml_d
SAML_001017,2024-01-22 04:30:00,1132.5515,USD,PAYMENT,NL,US,0.17472843825817108,False,STRUCTURING,False,True,True,saml_d
SAML_001018,2024-01-22 05:00:00,1570.7451,USD,DEPOSIT,DE,NL,0.16039615869522095,False,PLACEMENT,False,True,True,saml_d
SAML_001019,2024-01-22 05:30:00,6962.7646,EUR,TRANSFER,NL,NL,0.46176767349243164,False,STRUCTURING,False,False,True,saml_d
SAML_001020,2024-01-22 06:00:00,8481.74,CAD,WITHDRAWAL,FR,UK,0.35036566853523254,False,LAYERING,False,True,False,saml_d
SAML_001021,2024-01-22 06:30:00,946.3382,CAD,TRANSFER,US,US,0.34595808386802673,False,TRADE_BASED,False,False,False,saml_d
SAML_001022,2024-01-22 07:00:00,2839.2375,USD,TRANSFER,FR,FR,0.177907794713974,False,CASH_INTENSIVE,False,False,False,saml_d
SAML_001023,2024-01-22 07:30:00,216325.77,GBP,WITHDRAWAL,NL,NL,0.22118964791297913,False,TRADE_BASED,True,False,False,saml_d
SAML_001024,2024-01-22 08:00:00,94380.18,EUR,TRANSFER,DE,UK,0.186140239238739,False,CRYPTOCURRENCY,True,True,False,saml_d
SAML_001025,2024-01-22 08:30:00,7134.1426,USD,PAYMENT,FR,UK,0.059076402336359024,False,TRADE_BASED,False,True,False,saml_d
SAML_001026,2024-01-22 09:00:00,3216.3645,USD,PAYMENT,DE,US,0.16638213396072388,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_001027,2024-01-22 09:30:00,3789.7778,GBP,TRANSFER,UK,CA,0.4997653365135193,False,SHELL_COMPANY,False,True,False,saml_d
SAML_001028,2024-01-22 10:00:00,10168.357,USD,DEPOSIT,DE,NL,0.29047083854675293,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_001029,2024-01-22 10:30:00,385.4513,USD,DEPOSIT,US,NL,0.16172277927398682,False,SMURFING,False,True,False,saml_d
SAML_001030,2024-01-22 11:00:00,1781.5641,USD,TRANSFER,NL,US,0.35743018984794617,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_001031,2024-01-22 11:30:00,105.93565,USD,WITHDRAWAL,CA,CA,0.5821352005004883,False,LAYERING,False,False,False,saml_d
SAML_001032,2024-01-22 12:00:00,6623.944,USD,PAYMENT,CA,UK,0.45095333456993103,False,LAYERING,False,True,False,saml_d
SAML_001033,2024-01-22 12:30:00,10876.85,CAD,PAYMENT,FR,DE,0.17396284639835358,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_001034,2024-01-22 13:00:00,1134.1367,EUR,PAYMENT,NL,NL,0.21491429209709167,False,CASH_INTENSIVE,False,False,False,saml_d
SAML_001035,2024-01-22 13:30:00,69423.0,EUR,TRANSFER,UK,DE,0.3530336320400238,False,TRADE_BASED,True,True,False,saml_d
SAML_001036,2024-01-22 14:00:00,256.84393,USD,PAYMENT,FR,NL,0.4484742283821106,False,LAYERING,False,True,False,saml_d
SAML_001037,2024-01-22 14:30:00,159.37346,EUR,TRANSFER,DE,US,0.19312989711761475,False,TRADE_BASED,False,True,False,saml_d
SAML_001038,2024-01-22 15:00:00,4669.95,USD,TRANSFER,CA,NL,0.06422259658575058,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_001039,2024-01-22 15:30:00,24202.146,USD,DEPOSIT,DE,CA,0.24890194833278656,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_001040,2024-01-22 16:00:00,86496.164,USD,WITHDRAWAL,CA,NL,0.2702680826187134,False,TRADE_BASED,True,True,False,saml_d
SAML_001041,2024-01-22 16:30:00,1190.6224,USD,WITHDRAWAL,CA,US,0.11123684793710709,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_001042,2024-01-22 17:00:00,25780.191,USD,WITHDRAWAL,CA,FR,0.4326002895832062,False,TRADE_BASED,False,True,False,saml_d
SAML_001043,2024-01-22 17:30:00,2759.992,USD,PAYMENT,NL,US,0.16901282966136932,False,INTEGRATION,False,True,False,saml_d
SAML_001044,2024-01-22 18:00:00,2110.6377,USD,DEPOSIT,US,US,0.2748596668243408,False,CRYPTOCURRENCY,False,False,False,saml_d
SAML_001045,2024-01-22 18:30:00,17453.926,USD,DEPOSIT,NL,US,0.28305479884147644,False,WIRE_FRAUD,False,True,False,saml_d
SAML_001046,2024-01-22 19:00:00,10988.953,CAD,TRANSFER,DE,US,0.18533463776111603,False,SMURFING,False,True,False,saml_d
SAML_001047,2024-01-22 19:30:00,127.385216,USD,DEPOSIT,NL,CA,0.6599093675613403,True,TRADE_BASED,False,True,False,saml_d
SAML_001048,2024-01-22 20:00:00,57129.773,EUR,TRANSFER,FR,NL,0.3898671567440033,False,STRUCTURING,False,True,False,saml_d
SAML_001049,2024-01-22 20:30:00,47107.273,USD,DEPOSIT,UK,CA,0.12420136481523514,False,INTEGRATION,False,True,False,saml_d
SAML_001050,2024-01-22 21:00:00,853.09814,USD,TRANSFER,FR,CA,0.6968587636947632,True,WIRE_FRAUD,False,True,False,saml_d
SAML_001051,2024-01-22 21:30:00,6578.7964,CAD,PAYMENT,NL,FR,0.1525091826915741,False,SMURFING,False,True,False,saml_d
SAML_001052,2024-01-22 22:00:00,8006.9116,USD,DEPOSIT,DE,FR,0.14765700697898865,False,PHANTOM_TRANSACTIONS,False,True,True,saml_d
SAML_001053,2024-01-22 22:30:00,5020.815,USD,WITHDRAWAL,UK,NL,0.31626957654953003,False,INTEGRATION,False,True,True,saml_d
SAML_001054,2024-01-22 23:00:00,991.6693,EUR,TRANSFER,FR,NL,0.3413172662258148,False,LAYERING,False,True,True,saml_d
SAML_001055,2024-01-22 23:30:00,778.0208,USD,DEPOSIT,UK,US,0.27099841833114624,False,TRADE_BASED,False,True,True,saml_d
SAML_001056,2024-01-23 00:00:00,2832.4346,GBP,DEPOSIT,DE,CA,0.37073907256126404,False,CASH_INTENSIVE,False,True,True,saml_d
SAML_001057,2024-01-23 00:30:00,31115.396,USD,TRANSFER,CA,FR,0.25992250442504883,False,INTEGRATION,False,True,True,saml_d
SAML_001058,2024-01-23 01:00:00,8841.398,USD,DEPOSIT,DE,DE,0.35131338238716125,False,TRADE_BASED,False,False,True,saml_d
SAML_001059,2024-01-23 01:30:00,1420.5101,USD,WITHDRAWAL,US,US,0.20224478840827942,False,IDENTITY_THEFT,False,False,True,saml_d
SAML_001060,2024-01-23 02:00:00,13952.269,USD,TRANSFER,UK,UK,0.4212194085121155,False,CRYPTOCURRENCY,False,False,True,saml_d
SAML_001061,2024-01-23 02:30:00,10.003297,GBP,TRANSFER,DE,CA,0.2979159951210022,False,PLACEMENT,False,True,True,saml_d
SAML_001062,2024-01-23 03:00:00,29659.31,EUR,TRANSFER,CA,US,0.26460328698158264,False,INTEGRATION,False,True,True,saml_d
SAML_001063,2024-01-23 03:30:00,91.88818,USD,TRANSFER,CA,NL,0.32982495427131653,False,LAYERING,False,True,True,saml_d
SAML_001064,2024-01-23 04:00:00,1443.9218,USD,TRANSFER,DE,US,0.90595543384552,True,PHANTOM_TRANSACTIONS,False,True,True,saml_d
SAML_001065,2024-01-23 04:30:00,317.55792,EUR,WITHDRAWAL,FR,UK,0.20161648094654083,False,CASH_INTENSIVE,False,True,True,saml_d
SAML_001066,2024-01-23 05:00:00,223.7741,USD,TRANSFER,DE,NL,0.16518977284431458,False,CRYPTOCURRENCY,False,True,True,saml_d
SAML_001067,2024-01-23 05:30:00,30383.457,USD,WITHDRAWAL,CA,DE,0.11978087574243546,False,WIRE_FRAUD,False,True,True,saml_d
SAML_001068,2024-01-23 06:00:00,1169.8112,USD,WITHDRAWAL,DE,FR,0.5837098956108093,False,TRADE_BASED,False,True,False,saml_d
SAML_001069,2024-01-23 06:30:00,5961.085,USD,WITHDRAWAL,US,FR,0.2920420169830322,False,INTEGRATION,False,True,False,saml_d
SAML_001070,2024-01-23 07:00:00,2713.9458,EUR,TRANSFER,FR,UK,0.6016488671302795,False,WIRE_FRAUD,False,True,False,saml_d
SAML_001071,2024-01-23 07:30:00,7739.417,CAD,WITHDRAWAL,DE,UK,0.14515523612499237,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_001072,2024-01-23 08:00:00,3476.022,USD,TRANSFER,CA,FR,0.30926716327667236,False,WIRE_FRAUD,False,True,False,saml_d
SAML_001073,2024-01-23 08:30:00,229.06723,USD,WITHDRAWAL,DE,DE,0.19264531135559082,False,SHELL_COMPANY,False,False,False,saml_d
SAML_001074,2024-01-23 09:00:00,21862.621,USD,TRANSFER,DE,DE,0.13388226926326752,False,LAYERING,False,False,False,saml_d
SAML_001075,2024-01-23 09:30:00,1110.4125,USD,DEPOSIT,UK,US,0.23217497766017914,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_001076,2024-01-23 10:00:00,132.5336,USD,DEPOSIT,DE,UK,0.28035181760787964,False,SHELL_COMPANY,False,True,False,saml_d
SAML_001077,2024-01-23 10:30:00,1266.1925,GBP,WITHDRAWAL,US,UK,0.9018722772598267,True,PLACEMENT,False,True,False,saml_d
SAML_001078,2024-01-23 11:00:00,59965.195,USD,PAYMENT,CA,UK,0.2951233685016632,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_001079,2024-01-23 11:30:00,16324.846,USD,PAYMENT,NL,NL,0.5368908047676086,False,PHANTOM_TRANSACTIONS,False,False,False,saml_d
SAML_001080,2024-01-23 12:00:00,1484.2958,USD,DEPOSIT,UK,FR,0.4251205027103424,False,SMURFING,False,True,False,saml_d
SAML_001081,2024-01-23 12:30:00,1482.4991,USD,WITHDRAWAL,NL,FR,0.054271019995212555,False,CRYPTOCURRENCY,False,True,False,saml_d
SAML_001082,2024-01-23 13:00:00,1566.7048,USD,WITHDRAWAL,DE,FR,0.4073837101459503,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_001083,2024-01-23 13:30:00,189756.31,EUR,WITHDRAWAL,FR,DE,0.41550108790397644,False,IDENTITY_THEFT,True,True,False,saml_d
SAML_001084,2024-01-23 14:00:00,6398.833,USD,PAYMENT,US,FR,0.6478114128112793,False,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_001085,2024-01-23 14:30:00,7045.0693,EUR,DEPOSIT,US,US,0.8539921641349792,True,INTEGRATION,False,False,False,saml_d
SAML_001086,2024-01-23 15:00:00,23401.77,USD,WITHDRAWAL,US,NL,0.6325660943984985,True,PHANTOM_TRANSACTIONS,False,True,False,saml_d
SAML_001087,2024-01-23 15:30:00,4805.798,USD,DEPOSIT,UK,FR,0.20018219947814941,False,SHELL_COMPANY,False,True,False,saml_d
SAML_001088,2024-01-23 16:00:00,1775.6392,USD,DEPOSIT,DE,NL,0.2756234109401703,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_001089,2024-01-23 16:30:00,2012.8367,USD,TRANSFER,US,NL,0.3931208848953247,False,PLACEMENT,False,True,False,saml_d
SAML_001090,2024-01-23 17:00:00,2583.2344,USD,PAYMENT,DE,DE,0.15675152838230133,False,TRADE_BASED,False,False,False,saml_d
SAML_001091,2024-01-23 17:30:00,2767.101,USD,DEPOSIT,FR,UK,0.5072164535522461,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_001092,2024-01-23 18:00:00,12775.175,EUR,TRANSFER,DE,NL,0.6040440797805786,False,LAYERING,False,True,False,saml_d
SAML_001093,2024-01-23 18:30:00,3307.3145,EUR,PAYMENT,NL,US,0.0930674597620964,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_001094,2024-01-23 19:00:00,12903.839,USD,WITHDRAWAL,DE,DE,0.17933028936386108,False,TRADE_BASED,False,False,False,saml_d
SAML_001095,2024-01-23 19:30:00,2536.567,USD,WITHDRAWAL,DE,CA,0.06274466961622238,False,IDENTITY_THEFT,False,True,False,saml_d
SAML_001096,2024-01-23 20:00:00,3488.651,USD,TRANSFER,CA,NL,0.91156005859375,True,IDENTITY_THEFT,False,True,False,saml_d
SAML_001097,2024-01-23 20:30:00,54.794983,USD,WITHDRAWAL,NL,NL,0.35170209407806396,False,PHANTOM_TRANSACTIONS,False,False,False,saml_d
SAML_001098,2024-01-23 21:00:00,18632.363,USD,TRANSFER,UK,UK,0.20229041576385498,False,INTEGRATION,False,False,False,saml_d
SAML_001099,2024-01-23 21:30:00,5960.9014,GBP,TRANSFER,DE,FR,0.29819124937057495,False,STRUCTURING,False,True,False,saml_d
SAML_001100,2024-01-23 22:00:00,21938.98,USD,WITHDRAWAL,US,DE,0.03892897069454193,False,SHELL_COMPANY,False,True,True,saml_d
SAML_001101,2024-01-23 22:30:00,9.092857,USD,PAYMENT,CA,CA,0.2573298513889313,True,CRYPTOCURRENCY,False,False,True,saml_d
SAML_001102,2024-01-23 23:00:00,194220.5,USD,TRANSFER,DE,DE,0.08316723257303238,False,IDENTITY_THEFT,True,False,True,saml_d
SAML_001103,2024-01-23 23:30:00,2254.8093,USD,PAYMENT,CA,FR,0.08500491827726364,False,WIRE_FRAUD,False,True,True,saml_d
SAML_001104,2024-01-24 00:00:00,27347.096,EUR,PAYMENT,UK,DE,0.34095045924186707,False,LAYERING,False,True,True,saml_d
SAML_001105,2024-01-24 00:30:00,372.48178,USD,TRANSFER,CA,CA,0.28778767585754395,False,CRYPTOCURRENCY,False,False,True,saml_d
SAML_001106,2024-01-24 01:00:00,10153.236,USD,PAYMENT,US,DE,0.4119434356689453,False,TRADE_BASED,False,True,True,saml_d
SAML_001107,2024-01-24 01:30:00,362.55234,EUR,TRANSFER,DE,US,0.3675656020641327,False,LAYERING,False,True,True,saml_d
SAML_001108,2024-01-24 02:00:00,856.1641,USD,WITHDRAWAL,US,US,0.40886035561561584,False,CASH_INTENSIVE,False,False,True,saml_d
SAML_001109,2024-01-24 02:30:00,137044.73,EUR,WITHDRAWAL,FR,FR,0.1468106061220169,False,STRUCTURING,True,False,True,saml_d
SAML_001110,2024-01-24 03:00:00,2035.7817,USD,WITHDRAWAL,CA,CA,0.40720102190971375,False,IDENTITY_THEFT,False,False,True,saml_d
SAML_001111,2024-01-24 03:30:00,4604.8516,USD,WITHDRAWAL,CA,CA,0.19004212319850922,False,CASH_INTENSIVE,False,False,True,saml_d
SAML_001112,2024-01-24 04:00:00,16985.842,EUR,WITHDRAWAL,CA,CA,0.8727341294288635,True,IDENTITY_THEFT,False,False,True,saml_d
SAML_001113,2024-01-24 04:30:00,8033.4053,USD,PAYMENT,NL,CA,0.4605911672115326,False,SHELL_COMPANY,False,True,True,saml_d
SAML_001114,2024-01-24 05:00:00,4027.245,USD,PAYMENT,UK,CA,0.18488770723342896,False,SHELL_COMPANY,False,True,True,saml_d
SAML_001115,2024-01-24 05:30:00,6185.2456,USD,PAYMENT,NL,UK,0.388627290725708,False,IDENTITY_THEFT,False,True,True,saml_d
SAML_001116,2024-01-24 06:00:00,364700.28,USD,DEPOSIT,US,DE,0.37986990809440613,False,SHELL_COMPANY,True,True,False,saml_d
SAML_001117,2024-01-24 06:30:00,2656.494,EUR,DEPOSIT,FR,NL,0.08904532343149185,False,LAYERING,False,True,False,saml_d
SAML_001118,2024-01-24 07:00:00,4456.8525,GBP,TRANSFER,UK,CA,0.12411236763000488,False,CASH_INTENSIVE,False,True,False,saml_d
SAML_001119,2024-01-24 07:30:00,24374.89,CAD,DEPOSIT,UK,NL,0.11811625957489014,False,LAYERING,False,True,False,saml_d
SAML_001120,2024-01-24 08:00:00,27202.166,EUR,WITHDRAWAL,DE,US,0.3179512619972229,False,INTEGRATION,False,True,False,saml_d
SAML_001121,2024-01-24 08:30:00,32018.227,USD,WITHDRAWAL,FR,NL,0.7101024389266968,True,WIRE_FRAUD,False,True,False,saml_d
SAML_001122,2024-01-24 09:00:00,10694.239,USD,WITHDRAWAL,CA,NL,0.0685129314661026,False,SHELL_COMPANY,False,True,False,saml_d
SAML_001123,2024-01-24 09:30:00,303.078,USD,TRANSFER,NL,DE,0.8694384098052979,True,SHELL_COMPANY,False,True,False,saml_d
SAML_001124,2024-01-24 10:00:00,78187.34,USD,TRANSFER,CA,NL,0.377535343170166,False,PHANTOM_TRANSACTIONS,True,True,False,saml_d
SAML_001125,2024-01-24 10:30:00,301.05988,USD,TRANSFER,DE,FR,0.12844617664813995,False,SHELL_COMPANY,False,True,False,saml_d
SAML_001126,2024-01-24 11:00:00,5460.365,CAD,TRANSFER,NL,FR,0.3477932810783386,False,STRUCTURING,False,True,False,saml_d
